order_id,product_id,quantity,unit_price,product_name,category,brand,price,mrp,margin_percentage,shelf_life_days,min_stock_level,max_stock_level,line_revenue,line_margin_value
1491991005,33955,1,186.08,Frozen Pizza,Instant & Frozen Food,Baral Group,186.08,310.13,40.0,180,29,84,186.08,74.432
4136019599,644847,3,622.81,Salt,Grocery & Staples,"Jhaveri, Kata and Kapur",622.81,732.72,15.0,365,24,52,1868.4299999999998,280.26449999999994
2122832513,954722,1,616.45,Ice Cream,Instant & Frozen Food,Mohan-Virk,616.45,1027.42,40.0,180,11,58,616.45,246.58000000000004
3717703595,500633,3,154.5,Cereal,Dairy & Breakfast,Trivedi-Ahluwalia,154.5,193.12,20.0,7,24,87,463.5,92.7
3194733693,240179,2,90.56,Cough Syrup,Pharmacy,Ram-Suri,90.56,113.2,20.0,365,20,56,181.12,36.224000000000004
4471162437,820973,1,114.52,Baby Wipes,Baby Care,Lall LLC,114.52,163.6,30.0,365,29,56,114.52,34.355999999999995
1609331948,490602,3,549.47,Sugar,Grocery & Staples,Raghavan Inc,549.47,646.44,15.0,365,20,71,1648.41,247.2615
6920030794,256783,2,906.54,Pet Treats,Pet Care,"Basu, Thakur and Rege",906.54,1394.68,35.0,365,16,98,1813.08,634.578
5127172657,913428,2,392.22,Pet Treats,Pet Care,Narayanan-Kumar,392.22,603.42,35.0,365,30,98,784.44,274.554
8607115856,324809,1,608.0,Bread,Dairy & Breakfast,Sidhu PLC,608.0,760.0,20.0,7,26,76,608.0,121.60000000000001
7154957395,516376,1,877.43,Onions,Fruits & Vegetables,Agarwal-Dhar,877.43,1169.91,25.0,3,21,71,877.43,219.3575
2070762702,566052,3,87.3,Pain Reliever,Pharmacy,"Apte, Soman and Raju",87.3,109.12,20.0,365,14,53,261.9,52.379999999999995
3697242439,897083,2,972.69,Detergent,Household Care,Dutta-Halder,972.69,1296.92,25.0,365,10,100,1945.38,486.345
3063427913,799952,2,922.64,Cheese,Dairy & Breakfast,Padmanabhan-Virk,922.64,1153.3,20.0,7,13,66,1845.28,369.05600000000004
2060061337,690565,1,951.27,Cookies,Snacks & Munchies,"Roy, Seth and Patla",951.27,1463.49,35.0,90,15,56,951.27,332.94449999999995
4625892678,317242,1,198.15,Pulses,Grocery & Staples,Rastogi Group,198.15,233.12,15.0,365,22,63,198.15,29.7225
6045698170,965755,3,532.57,Bananas,Fruits & Vegetables,"Doshi, Sarraf and Sama",532.57,710.09,25.0,3,21,91,1597.71,399.4275
7876289647,863930,1,242.57,Shampoo,Personal Care,"Sathe, Agarwal and Dhar",242.57,373.18,35.0,365,26,72,242.57,84.89949999999999
3434084714,264803,2,995.98,Vitamins,Pharmacy,Gole-Doshi,995.98,1244.97,20.0,365,17,69,1991.96,398.39200000000005
9031695663,697683,1,123.74,Toilet Cleaner,Household Care,"Murty, Varghese and Saxena",123.74,164.99,25.0,365,14,82,123.74,30.935
1955989715,679284,1,877.89,Cough Syrup,Pharmacy,Pant LLC,877.89,1097.36,20.0,365,28,95,877.89,175.578
3459500455,992178,1,632.43,Pain Reliever,Pharmacy,Basu and Sons,632.43,790.54,20.0,365,16,89,632.43,126.48599999999999
5953376503,300159,1,44.35,Cola,Cold Drinks & Juices,"Basu, Rout and Mistry",44.35,63.36,30.0,180,20,93,44.35,13.305
121874867,952124,3,127.08,Onions,Fruits & Vegetables,"Wali, Sood and Bala",127.08,169.44,25.0,3,15,50,381.24,95.31
2460545397,925482,1,475.04,Frozen Biryani,Instant & Frozen Food,Viswanathan-Sha,475.04,791.73,40.0,180,23,66,475.04,190.01600000000002
9690050839,500633,2,154.5,Cereal,Dairy & Breakfast,Trivedi-Ahluwalia,154.5,193.12,20.0,7,24,87,309.0,61.800000000000004
2574349065,123983,3,785.67,Cough Syrup,Pharmacy,Kurian-Chhabra,785.67,982.09,20.0,365,25,72,2357.0099999999998,471.402
2461936988,272170,2,140.8,Ice Cream,Instant & Frozen Food,Purohit Group,140.8,234.67,40.0,180,10,92,281.6,112.64000000000001
6447596416,70969,1,631.7,Carrots,Fruits & Vegetables,Mohan Group,631.7,842.27,25.0,3,25,96,631.7,157.925
7228452275,757274,2,98.32,Pet Treats,Pet Care,"Minhas, Kapoor and Sethi",98.32,151.26,35.0,365,27,95,196.64,68.82399999999998
6696750742,14145,2,630.84,Spinach,Fruits & Vegetables,"Thakur, Shah and Pingle",630.84,841.12,25.0,3,14,53,1261.68,315.42
822235931,611575,3,482.06,Frozen Pizza,Instant & Frozen Food,"Bhat, Nigam and Hayer",482.06,803.43,40.0,180,25,87,1446.18,578.4720000000001
7678251499,704868,1,193.46,Detergent,Household Care,"Parikh, Oak and Kara",193.46,257.95,25.0,365,24,58,193.46,48.365
2497341976,451933,1,568.94,Wheat Flour,Grocery & Staples,Nadig Ltd,568.94,669.34,15.0,365,28,98,568.94,85.34100000000001
9107314128,820541,3,576.22,Toilet Cleaner,Household Care,"Borde, Peri and Upadhyay",576.22,768.29,25.0,365,19,71,1728.66,432.165
9855726256,349294,2,934.75,Onions,Fruits & Vegetables,Ganesan Ltd,934.75,1246.33,25.0,3,25,70,1869.5,467.375
9398719862,615545,2,448.16,Soap,Personal Care,Barman Inc,448.16,689.48,35.0,365,20,67,896.32,313.712
379494532,654297,3,13.25,Potatoes,Fruits & Vegetables,Chandran-Dass,13.25,17.67,25.0,3,20,86,39.75,9.9375
1048784963,451933,2,568.94,Wheat Flour,Grocery & Staples,Nadig Ltd,568.94,669.34,15.0,365,28,98,1137.88,170.68200000000002
4386246924,613942,2,545.0,Pet Treats,Pet Care,"Dyal, Saraf and Goel",545.0,838.46,35.0,365,28,72,1090.0,381.5
2050362692,366066,1,918.58,Soap,Personal Care,Mandal LLC,918.58,1413.2,35.0,365,16,52,918.58,321.503
4142963293,287070,1,443.17,Wheat Flour,Grocery & Staples,"Gala, Magar and Rajagopal",443.17,521.38,15.0,365,20,93,443.17,66.4755
9753528654,137909,1,864.3,Cough Syrup,Pharmacy,Dalal PLC,864.3,1080.37,20.0,365,23,65,864.3,172.86
8126970833,700048,3,141.28,Dish Soap,Household Care,Khalsa-Bhavsar,141.28,188.37,25.0,365,25,98,423.84000000000003,105.96000000000001
9747814712,256783,2,906.54,Pet Treats,Pet Care,"Basu, Thakur and Rege",906.54,1394.68,35.0,365,16,98,1813.08,634.578
6281619403,131136,2,37.8,Salt,Grocery & Staples,Deshpande-Rama,37.8,44.47,15.0,365,29,95,75.6,11.339999999999998
436184281,15314,3,578.85,Cheese,Dairy & Breakfast,Banik-Ratta,578.85,723.56,20.0,7,30,91,1736.5500000000002,347.31000000000006
9799231260,39154,3,946.86,Mangoes,Fruits & Vegetables,"Suresh, Bose and Bajwa",946.86,1262.48,25.0,3,21,84,2840.58,710.145
4071811527,661577,1,720.95,Cat Food,Pet Care,Majumdar PLC,720.95,1109.15,35.0,365,28,95,720.95,252.3325
5645359563,723678,3,675.46,Dog Food,Pet Care,"Lall, Datta and Swamy",675.46,1039.17,35.0,365,14,97,2026.38,709.233
9411813703,557908,3,942.37,Vitamins,Pharmacy,Sundaram Inc,942.37,1177.96,20.0,365,14,53,2827.11,565.422
4270217473,336847,2,936.98,Toilet Cleaner,Household Care,"Dayal, Mammen and More",936.98,1249.31,25.0,365,17,55,1873.96,468.49
279851011,34186,3,925.65,Mangoes,Fruits & Vegetables,Mandal-Kar,925.65,1234.2,25.0,3,27,74,2776.95,694.2375
6260524887,94225,2,77.11,Toilet Cleaner,Household Care,"Gulati, Ram and Sarkar",77.11,102.81,25.0,365,13,70,154.22,38.555
5853998391,257719,2,281.73,Eggs,Dairy & Breakfast,Chaudhuri PLC,281.73,352.16,20.0,7,17,93,563.46,112.69200000000001
9931976872,118820,3,12.32,Iced Tea,Cold Drinks & Juices,"Warrior, Ravel and Amble",12.32,17.6,30.0,180,12,61,36.96,11.088
8432209832,336847,1,936.98,Toilet Cleaner,Household Care,"Dayal, Mammen and More",936.98,1249.31,25.0,365,17,55,936.98,234.245
6023721507,327290,1,862.28,Sugar,Grocery & Staples,Nadkarni Inc,862.28,1014.45,15.0,365,22,65,862.28,129.34199999999998
3042338919,679284,3,877.89,Cough Syrup,Pharmacy,Pant LLC,877.89,1097.36,20.0,365,28,95,2633.67,526.734
233646065,803607,1,949.73,Soap,Personal Care,"Kadakia, Mohan and Sathe",949.73,1461.12,35.0,365,21,98,949.73,332.40549999999996
9870610018,615545,2,448.16,Soap,Personal Care,Barman Inc,448.16,689.48,35.0,365,20,67,896.32,313.712
1398230967,951463,3,787.4,Pet Treats,Pet Care,Balakrishnan-Kaur,787.4,1211.38,35.0,365,16,82,2362.2,826.7699999999999
8615488922,566052,3,87.3,Pain Reliever,Pharmacy,"Apte, Soman and Raju",87.3,109.12,20.0,365,14,53,261.9,52.379999999999995
2748841057,552496,2,508.0,Dish Soap,Household Care,Dhar PLC,508.0,677.33,25.0,365,17,59,1016.0,254.0
1375867721,500633,3,154.5,Cereal,Dairy & Breakfast,Trivedi-Ahluwalia,154.5,193.12,20.0,7,24,87,463.5,92.7
8595141097,274207,1,328.51,Cough Syrup,Pharmacy,"Savant, Batta and Mander",328.51,410.64,20.0,365,25,51,328.51,65.702
4673382071,256783,1,906.54,Pet Treats,Pet Care,"Basu, Thakur and Rege",906.54,1394.68,35.0,365,16,98,906.54,317.289
2948696008,131937,2,287.81,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi and Ganguly",287.81,479.68,40.0,180,18,68,575.62,230.24800000000002
6839692624,67197,2,552.2,Butter,Dairy & Breakfast,Shetty-Bora,552.2,690.25,20.0,7,20,79,1104.4,220.88000000000002
5770951298,329351,3,310.87,Cheese,Dairy & Breakfast,"Lala, Kalita and Sathe",310.87,388.59,20.0,7,23,95,932.61,186.52200000000002
5084771819,154179,2,582.87,Pain Reliever,Pharmacy,"Barad, Devi and Andra",582.87,728.59,20.0,365,10,59,1165.74,233.14800000000002
422403644,317242,1,198.15,Pulses,Grocery & Staples,Rastogi Group,198.15,233.12,15.0,365,22,63,198.15,29.7225
7176758896,492958,2,84.2,Lotion,Personal Care,Acharya PLC,84.2,129.54,35.0,365,26,88,168.4,58.94
8252905093,647462,3,326.42,Lotion,Personal Care,"Balan, Samra and Sekhon",326.42,502.18,35.0,365,22,64,979.26,342.741
1488561572,585299,1,799.46,Pet Treats,Pet Care,"Sharma, Chandra and Prashad",799.46,1229.94,35.0,365,13,50,799.46,279.811
6212984517,853932,1,941.19,Baby Wipes,Baby Care,Ranganathan-Peri,941.19,1344.56,30.0,365,21,94,941.19,282.357
6309784337,120532,1,697.53,Wheat Flour,Grocery & Staples,Nazareth Ltd,697.53,820.62,15.0,365,29,95,697.53,104.6295
4613890018,490602,1,549.47,Sugar,Grocery & Staples,Raghavan Inc,549.47,646.44,15.0,365,20,71,549.47,82.4205
3429728472,851978,1,715.72,Vitamins,Pharmacy,Parsa-Bala,715.72,894.65,20.0,365,28,92,715.72,143.144
267738904,606256,2,369.28,Frozen Biryani,Instant & Frozen Food,Agate Ltd,369.28,615.47,40.0,180,16,57,738.56,295.424
3850416839,697683,3,123.74,Toilet Cleaner,Household Care,"Murty, Varghese and Saxena",123.74,164.99,25.0,365,14,82,371.21999999999997,92.80499999999999
3412702479,444361,3,822.63,Pain Reliever,Pharmacy,"Prakash, Bawa and Kale",822.63,1028.29,20.0,365,20,71,2467.89,493.578
2016183232,14145,3,630.84,Spinach,Fruits & Vegetables,"Thakur, Shah and Pingle",630.84,841.12,25.0,3,14,53,1892.52,473.13
3810280204,880510,3,951.43,Bread,Dairy & Breakfast,Roy-Char,951.43,1189.29,20.0,7,29,54,2854.29,570.8580000000001
2416767295,284460,1,505.95,Potatoes,Fruits & Vegetables,"Ramakrishnan, Anand and Khare",505.95,674.6,25.0,3,21,85,505.95,126.4875
2283439407,376447,1,724.84,Butter,Dairy & Breakfast,Gara and Sons,724.84,906.05,20.0,7,17,64,724.84,144.96800000000002
4328802292,378676,2,881.42,Orange Juice,Cold Drinks & Juices,Baral-Kamdar,881.42,1259.17,30.0,180,19,65,1762.84,528.852
7072715691,863930,2,242.57,Shampoo,Personal Care,"Sathe, Agarwal and Dhar",242.57,373.18,35.0,365,26,72,485.14,169.79899999999998
5640741373,89084,2,598.83,Milk,Dairy & Breakfast,"Wali, Virk and Iyer",598.83,748.54,20.0,7,27,74,1197.66,239.53200000000004
6931094066,461804,3,310.69,Sugar,Grocery & Staples,"Ghose, Ben and Divan",310.69,365.52,15.0,365,15,97,932.0699999999999,139.8105
3417088709,366066,3,918.58,Soap,Personal Care,Mandal LLC,918.58,1413.2,35.0,365,16,52,2755.7400000000002,964.509
4424404315,313754,2,136.6,Biscuits,Snacks & Munchies,"Swaminathan, Mahal and Dara",136.6,210.15,35.0,90,25,67,273.2,95.61999999999999
2444087306,366066,1,918.58,Soap,Personal Care,Mandal LLC,918.58,1413.2,35.0,365,16,52,918.58,321.503
486085268,354409,3,325.08,Pulses,Grocery & Staples,Bose-Pandit,325.08,382.45,15.0,365,24,60,975.24,146.286
1731312620,589812,1,163.03,Detergent,Household Care,Bir PLC,163.03,217.37,25.0,365,22,52,163.03,40.7575
6475582506,140489,2,650.2,Soap,Personal Care,"Biswas, Kapoor and Patel",650.2,1000.31,35.0,365,28,95,1300.4,455.14
1868581378,552883,3,888.16,Potatoes,Fruits & Vegetables,"Balan, Patel and Mall",888.16,1184.21,25.0,3,18,94,2664.48,666.12
8884235937,859361,2,432.39,Shampoo,Personal Care,Mitter Group,432.39,665.22,35.0,365,25,77,864.78,302.67299999999994
4590662628,131937,2,287.81,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi and Ganguly",287.81,479.68,40.0,180,18,68,575.62,230.24800000000002
992302540,993331,2,102.44,Pulses,Grocery & Staples,"Parmer, Gola and Yogi",102.44,120.52,15.0,365,28,86,204.88,30.732
7169974633,153019,2,947.95,Onions,Fruits & Vegetables,Aurora LLC,947.95,1263.93,25.0,3,13,88,1895.9,473.975
6703651257,954722,1,616.45,Ice Cream,Instant & Frozen Food,Mohan-Virk,616.45,1027.42,40.0,180,11,58,616.45,246.58000000000004
7180810221,659290,3,319.34,Cheese,Dairy & Breakfast,Kapadia-D’Alia,319.34,399.17,20.0,7,18,66,958.02,191.604
7875587578,832348,1,831.43,Biscuits,Snacks & Munchies,Jani-Ram,831.43,1279.12,35.0,90,10,79,831.43,291.0005
2578671497,118820,2,12.32,Iced Tea,Cold Drinks & Juices,"Warrior, Ravel and Amble",12.32,17.6,30.0,180,12,61,24.64,7.3919999999999995
6284350691,112390,2,877.98,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",877.98,1350.74,35.0,365,23,85,1755.96,614.586
5383261788,557908,2,942.37,Vitamins,Pharmacy,Sundaram Inc,942.37,1177.96,20.0,365,14,53,1884.74,376.94800000000004
6590867973,712307,2,264.89,Orange Juice,Cold Drinks & Juices,Chana LLC,264.89,378.41,30.0,180,16,73,529.78,158.934
8787105023,398340,1,651.93,Instant Noodles,Instant & Frozen Food,"Nadig, Zachariah and Soni",651.93,1086.55,40.0,180,11,56,651.93,260.772
1402916311,516376,2,877.43,Onions,Fruits & Vegetables,Agarwal-Dhar,877.43,1169.91,25.0,3,21,71,1754.86,438.715
9715205272,440875,2,275.03,Baby Wipes,Baby Care,Loyal Inc,275.03,392.9,30.0,365,15,80,550.06,165.01799999999997
3946852375,894539,3,445.48,Dish Soap,Household Care,"Pall, Sule and Sood",445.48,593.97,25.0,365,14,93,1336.44,334.11
3367039425,385113,1,816.38,Lotion,Personal Care,"Sampath, Mane and Mody",816.38,1255.97,35.0,365,21,50,816.38,285.733
687711388,542300,3,255.35,Popcorn,Snacks & Munchies,Gulati-Tandon,255.35,392.85,35.0,90,11,66,766.05,268.11749999999995
647012431,18035,2,968.94,Dish Soap,Household Care,Ramesh Inc,968.94,1291.92,25.0,365,12,87,1937.88,484.47
7143278295,647462,1,326.42,Lotion,Personal Care,"Balan, Samra and Sekhon",326.42,502.18,35.0,365,22,64,326.42,114.247
9736844695,564692,1,215.65,Cat Food,Pet Care,"Krishna, Bail and Dyal",215.65,331.77,35.0,365,25,82,215.65,75.47749999999999
5933289680,747801,2,277.76,Toilet Cleaner,Household Care,Saha-Vora,277.76,370.35,25.0,365,23,71,555.52,138.88
9494303116,336847,3,936.98,Toilet Cleaner,Household Care,"Dayal, Mammen and More",936.98,1249.31,25.0,365,17,55,2810.94,702.735
9337878102,654623,3,422.14,Chips,Snacks & Munchies,Pradhan and Sons,422.14,649.45,35.0,90,18,76,1266.42,443.247
6872621077,228286,2,179.08,Cola,Cold Drinks & Juices,Bhattacharyya PLC,179.08,255.83,30.0,180,26,79,358.16,107.44800000000001
7330237253,677169,1,261.03,Cough Syrup,Pharmacy,Char-Divan,261.03,326.29,20.0,365,12,77,261.03,52.205999999999996
7942616242,970529,3,827.44,Diapers,Baby Care,"Kurian, Patla and Sanghvi",827.44,1182.06,30.0,365,19,84,2482.32,744.696
238520071,537274,2,702.71,Pet Treats,Pet Care,Lal-Chauhan,702.71,1081.09,35.0,365,17,67,1405.42,491.897
5812379362,833557,1,422.87,Cereal,Dairy & Breakfast,"Gole, Chand and Dada",422.87,528.59,20.0,7,27,69,422.87,84.57400000000001
2616623847,853932,3,941.19,Baby Wipes,Baby Care,Ranganathan-Peri,941.19,1344.56,30.0,365,21,94,2823.57,847.071
2040854480,684939,1,727.95,Lotion,Personal Care,"Sibal, Bhatnagar and Rajan",727.95,1119.92,35.0,365,22,50,727.95,254.7825
5456484560,324809,1,608.0,Bread,Dairy & Breakfast,Sidhu PLC,608.0,760.0,20.0,7,26,76,608.0,121.60000000000001
883309006,131748,1,81.35,Dog Food,Pet Care,"Shroff, Wason and Dugar",81.35,125.15,35.0,365,30,53,81.35,28.472499999999997
6528341992,336847,2,936.98,Toilet Cleaner,Household Care,"Dayal, Mammen and More",936.98,1249.31,25.0,365,17,55,1873.96,468.49
3263203775,563740,1,96.33,Chips,Snacks & Munchies,Mann-Kapadia,96.33,148.2,35.0,90,20,61,96.33,33.7155
3660010934,613942,3,545.0,Pet Treats,Pet Care,"Dyal, Saraf and Goel",545.0,838.46,35.0,365,28,72,1635.0,572.25
7944885043,760828,1,563.45,Pet Treats,Pet Care,"Khurana, Khosla and Yohannan",563.45,866.85,35.0,365,23,93,563.45,197.2075
